"","Gravedad_victima","Fecha_incidente","Hora_incidente","Clase_incidente","Direccion_incidente","Sexo","Edad","Condicion","Mes","Dia","Num_dia","Hora","Grupo_edad","Año","Radicado","Latitud","Longitud","Comuna","Barrio"
"205219","Muertos","28/08/2020","17:00:00","Choque","TV 78 CL 65","M","52","Motociclista","Ago","Vie",28,"17","50 - 59",2020,1721743,"6,27542984","-75,57366391","05 - Castilla","El Progreso"
"205239","Muertos","28/08/2020","20:40:00","Atropello","CL 77 CR 53","M","50","Peatón","Ago","Vie",28,"20","50 - 59",2020,1721877,"6,27256637","-75,56560883","04 - Aranjuez","Moravia"
"205255","Muertos","29/08/2020","04:10:00","Choque","CR 49 CL 18","M","25","Motociclista","Ago","Sáb",29,"4","20 - 29",2020,1721832,"6,22000371","-75,57667423","14 - El Poblado","Villa Carlota"
"205399","Muertos","31/08/2020","12:00:00","Atropello","CR 64 C CL 100 A","M","27","Motociclista","Ago","Lun",31,"12","20 - 29",2020,1722049,"6,295056758","-75,56737872","05 - Castilla","Tricentenario"
"205403","Muertos","31/08/2020","13:00:00","Atropello","CR 62 CL 81 C","M","78","Peatón","Ago","Lun",31,"13","70 - 79",2020,1722052,"6,27725132","-75,56831054","04 - Aranjuez","Moravia"
"205552","Muertos","02/09/2020","15:00:00","Caida Ocupante","CR 64 CL 77","M","27","Motociclista","Sept","Mié",2,"15","20 - 29",2020,1722238,"6,27630026","-75,57336362","05 - Castilla","Terminal de Transporte"
"205862","Muertos","07/09/2020","00:40:00","Choque","CL 97 CR 24 B","M","22","Acompañante de motocicleta","Sept","Lun",7,"0","20 - 29",2020,1722661,"6,28681261","-75,53895614","13 - San Javier","Nuevos Conquistadores"
"205865","Muertos","07/09/2020","05:15:00","Atropello","CL 31 CR 110","M","33","Peatón","Sept","Lun",7,"5","30 - 39",2020,1722692,"6,23358557","-75,63043456","70 - Corregimiento de Altavista","San Pablo"
"206039","Muertos","09/09/2020","11:19:00","Choque","CR 38 CL 18","M","25","Ciclista","Sept","Mié",9,"11","20 - 29",2020,1722828,"6,21823178","-75,56603053","09 - Buenos Aires","Asomadera No. 2"
"206092","Muertos","09/09/2020","21:30:00","Atropello","CR 51 CL 55","M","60","Peatón","Sept","Mié",9,"21","60 - 69",2020,1722872,"6,25442359","-75,56695084","10 - La Candelaria","Villa Nueva"
"206136","Muertos","10/09/2020","14:40:00","Atropello","CR 45 CL 76","M","61","Peatón","Sept","Jue",10,"14","60 - 69",2020,1723045,"6,26926008","-75,55475581","03 - Manrique","Campo Valdés No. 2"
"206197","Muertos","11/09/2020","11:00:00","Atropello","CL 31 CR 89 A","M","84","Peatón","Sept","Vie",11,"11","80 o más",2020,1723064,"6,23324701","-75,61339984","16 - Belén","Las Violetas"
"206289","Muertos","12/09/2020","21:58:00","Atropello","CL 44 CR 51","M","70","Peatón","Sept","Sáb",12,"21","70 - 79",2020,1723230,"6,24463158","-75,57087141","10 - La Candelaria","Guayaquil"
"206705","Muertos","19/09/2020","19:20:00","Atropello","CL 47 F CR 95","M","72","Peatón","Sept","Sáb",19,"19","70 - 79",2020,1723803,"6,25784875","-75,61142781","13 - San Javier","San Javier No.2"
"206715","Muertos","19/09/2020","20:27:00","Choque","CL 57 CR 53","M","22","Motociclista","Sept","Sáb",19,"20","20 - 29",2020,1723712,"6,25645986","-75,56889052","10 - La Candelaria","Estación Villa"
"206744","Muertos","20/09/2020","05:18:00","Choque","CR 36 A CL 50","F","25","Acompañante de motocicleta","Sept","Dom",20,"5","20 - 29",2020,1723806,"6,24433107","-75,55757587","09 - Buenos Aires","Barrio Caicedo"
"206904","Muertos","22/09/2020","20:00:00","Atropello","CR 62 CL 55","M","25","Peatón","Sept","Mar",22,"20","20 - 29",2020,1724031,"6,17466304","-75,64342213","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"207033","Muertos","24/09/2020","19:20:00","Otro","CR 57 CL 44","M","51","Motociclista","Sept","Jue",24,"19","50 - 59",2020,1724237,"6,24661416","-75,57564715","10 - La Candelaria","La Alpujarra"
"207359","Muertos","29/09/2020","01:30:00","Choque","CR 49 CL 83","M","32","Motociclista","Sept","Mar",29,"1","30 - 39",2020,1724708,"6,27605517","-75,55754741","04 - Aranjuez","Campo Valdés No. 1"
"207373","Muertos","29/09/2020","09:35:00","Caida Ocupante","CL 42 C CR 63 C","M","80","Pasajero","Sept","Mar",29,"9","80 o más",2020,1724726,"6,24565514","-75,58110514","11 - Laureles Estadio","Los Conquistadores"
"207487","Muertos","30/09/2020","18:47:00","Choque","CL 33 CR 63 B","M","22","Motociclista","Sept","Mié",30,"18","20 - 29",2020,1724951,"6,23964450","-75,57977579","16 - Belén","Cerro Nutibara"
"207637","Muertos","02/10/2020","21:10:00","Atropello","CR 45 CL 77","M","48","Peatón","Oct","Vie",2,"21","40 - 49",2020,1725200,"6,27010157","-75,55460485","03 - Manrique","Campo Valdés No. 2"
"207710","Muertos","03/10/2020","21:32:00","Choque","CR 52 CL 104","M","20","Motociclista","Oct","Sáb",3,"21","20 - 29",2020,1725000,"6,29565193","-75,55916116","02 - Santa Cruz","Villa Niza"
"208012","Muertos","08/10/2020","10:30:00","Atropello","CR 63 CL 55","M","50","Peatón","Oct","Jue",8,"10","50 - 59",2020,1725391,"6,17486129","-75,64497815","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"208235","Muertos","11/10/2020","04:50:00","Caida Ocupante","CL 42 Sur DG 65 A","M","23","Acompañante de motocicleta","Oct","Dom",11,"4","70 - 79",2020,1725962,"6,1824552","-75,64541016","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"208345","Muertos","12/10/2020","20:40:00","Atropello","CR 62 CL 65","M","35","Peatón","Oct","Lun",12,"20","30 - 39",2020,1725863,"6,26351523","-75,57305529","07 - Robledo","Universidad Nacional"
"208348","Muertos","12/10/2020","23:12:00","Choque","CR 46 CL 54","M","40","Motociclista","Oct","Lun",12,"23","40 - 49",2020,1726005,"6,2512719","-75,56343009","10 - La Candelaria","Villa Nueva"
"208349","Muertos","12/10/2020","23:30:00","Choque","CL 16 CR 77","M","29","Motociclista","Oct","Lun",12,"23","20 - 29",2020,1725853,"6,22236056","-75,59889339","16 - Belén","La Gloria"
"208534","Muertos","15/10/2020","09:30:00","Atropello","CR 65 CL 42","M","78","Peatón","Oct","Jue",15,"9","40 - 49",2020,1726190,"6,24685617","-75,58366701","11 - Laureles Estadio","San Joaquín"
"208664","Muertos","17/10/2020","00:38:00","Atropello","CL 57 CR 45 D","M","58","Peatón","Oct","Sáb",17,"0","50 - 59",2020,1726349,"6,25298181","-75,56169656","10 - La Candelaria","Villa Nueva"
"208667","Muertos","17/10/2020","05:15:00","Caida Ocupante","CL 47 Sur CR 55","M","27","Motociclista","Oct","Sáb",17,"5","20 - 29",2020,1726347,"6,17943704","-75,63812359","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"208698","Muertos","17/10/2020","14:10:00","Atropello","CR 44 CL 42 - 21","M","67","Peatón","Oct","Sáb",17,"14","60 - 69",2020,1726471,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"208805","Muertos","19/10/2020","05:10:00","Atropello","CL 44 CR 82","M","37","Conductor","Oct","Lun",19,"5","30 - 39",2020,1726552,"6,25078227","-75,60388865","12 - La América","La América"
"208846","Muertos","19/10/2020","14:00:00","Atropello","CR 35 CL 56","M","70","Peatón","Oct","Lun",19,"14","70 - 79",2020,1726560,"6,24715478","-75,55394221","08 - Villa Hermosa","Sucre"
"208964","Muertos","21/10/2020","05:32:00","Choque","CR 38 CL 56","F","51","Motociclista","Oct","Mié",21,"5","50 - 59",2020,1726851,"6,24890194","-75,55669722","10 - La Candelaria","Boston"
"209191","Muertos","24/10/2020","05:05:00","Atropello","CL 58 CR 51","M","35","Peatón","Oct","Sáb",24,"5","30 - 39",2020,1727262,"6,25691872","-75,56602034","10 - La Candelaria","Jesús Nazareno"
"209345","Muertos","25/10/2020","23:20:00","Atropello","CR 62 CL 52","M","51","Peatón","Oct","Dom",25,"23","50 - 59",2020,1727264,"6,25605919","-75,57542293","10 - La Candelaria","San Benito"
"209512","Muertos","28/10/2020","15:00:00","Atropello","CL 77 CR 56","M","50","Peatón","Oct","Mié",28,"15","50 - 59",2020,1727397,"6,27483986","-75,56780662","04 - Aranjuez","Moravia"
"209730","Muertos","01/11/2020","19:00:00","Atropello","CR 62 CL 58","M","50","Peatón","Nov","Dom",1,"19","50 - 59",2020,1728237,"6,260362813","-75,57330223","10 - La Candelaria","El Chagualo"
"209810","Muertos","03/11/2020","07:38:00","Volcamiento","CL 33 CR 62","M","38","Ciclista","Nov","Mar",3,"7","30 - 39",2020,1727852,"6,239682718","-75,57781999","16 - Belén","Cerro Nutibara"
"209888","Muertos","03/11/2020","21:44:00","Atropello","CL 57 CR 51 D","M","51","Peatón","Nov","Mar",3,"21","50 - 59",2020,1727974,"6,256159507","-75,56688597","10 - La Candelaria","Estación Villa"
"209910","Muertos","04/11/2020","08:00:00","Atropello","CL 10 CR 43 E","M","90","Peatón","Nov","Mié",4,"8","80 o más",2020,1728359,"6,211759276","-75,57342341","14 - El Poblado","Manila"
"209978","Muertos","05/11/2020","00:24:00","Choque","CL 59 CR 63","M","16","Ciclista","Nov","Jue",5,"0","10 - 19",2020,1728110,"6,261268114","-75,57398445","07 - Robledo","Universidad Nacional"
"210016","Muertos","05/11/2020","16:44:00","Atropello","CR 64 C CL 63","M","27","Peatón","Nov","Jue",5,"16","20 - 29",2020,1728127,"6,263267487","-75,57499428","07 - Robledo","Universidad Nacional"
"210029","Muertos","05/11/2020","21:00:00","Atropello","CR 46 CL 50","F","77","Peatón","Nov","Jue",5,"21","70 - 79",2020,1728113,"6,24834881","-75,56520664","10 - La Candelaria","La Candelaria"
"210118","Muertos","07/11/2020","06:53:00","Choque","CR 50 CL 11 Sur","M","20","Acompañante de motocicleta","Nov","Sáb",7,"6","20 - 29",2020,1728275,"6,196685141","-75,5816886","15 - Guayabal","Guayabal"
"210267","Muertos","09/11/2020","05:20:00","Choque","DG 74 B CL 32 F","F","30","Acompañante de motocicleta","Nov","Lun",9,"5","30 - 39",2020,1728535,"6,239269238","-75,5895945","16 - Belén","Rosales"
"210316","Muertos","10/11/2020","06:20:00","Choque","CR 64 AA CL 113 A","M","35","Motociclista","Nov","Mar",10,"6","30 - 39",2020,1728659,"6,30824135","-75,56018319","05 - Castilla","Toscana"
"210556","Muertos","13/11/2020","20:00:00","Atropello","CL 45 CR 44","M","50","Peatón","Nov","Vie",13,"20","50 - 59",2020,1729108,"6,243274657","-75,56667398","10 - La Candelaria","Barrio Colón"
"210654","Muertos","15/11/2020","10:00:00","Atropello","CR 62 CL 48","M","58","Peatón","Nov","Dom",15,"10","50 - 59",2020,1729721,"6,177262007","-75,64319236","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"211004","Muertos","20/11/2020","23:20:00","Choque","CR 79 CL 2 Sur","M","16","Motociclista","Nov","Vie",20,"23","10 - 19",2020,1729832,"6,209440915","-75,60144249","16 - Belén","La Mota"
"211083","Muertos","21/11/2020","21:30:00","Atropello","CR 62 CL 64","F","50","Acompañante de motocicleta","Nov","Sáb",21,"21","50 - 59",2020,1729821,"6,263057327","-75,57322566","07 - Robledo","Universidad Nacional"
"211303","Muertos","24/11/2020","17:15:00","Atropello","CL 33 CR 80 A","F","55","Peatón","Nov","Mar",24,"17","50 - 59",2020,1729991,"6,238859592","-75,60094782","11 - Laureles Estadio","Las Acacias"
"211560","Muertos","28/11/2020","05:25:00","Choque","CL 99 CR 99","M","51","Motociclista","Nov","Sáb",28,"5","50 - 59",2020,1730338,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"211621","Muertos","29/11/2020","03:56:00","Choque","CR 45 CL 88","M","31","Motociclista","Nov","Dom",29,"3","30 - 39",2020,1730461,"6,280479595","-75,55271899","03 - Manrique","Las Granjas"
"211693","Muertos","30/11/2020","00:15:00","Choque","CL 19 B CR 81 B","M","25","Motociclista","Nov","Lun",30,"0","20 - 29",2020,1730470,"6,22533623","-75,60309669","16 - Belén","La Gloria"
"211723","Muertos","30/11/2020","11:43:00","Atropello","CL 30 CR 73","M","65","Peatón","Nov","Lun",30,"11","60 - 69",2020,1730583,"6,231517362","-75,59363651","16 - Belén","Belén"
"211777","Muertos","1/12/2020","02:00:00","Choque","CR 49 CL 16","M","38","Motociclista","Dic","Mar",1,"2","30 - 39",2020,1730783,"6,21727168","-75,57706161","14 - El Poblado","Villa Carlota"
"211814","Muertos","1/12/2020","10:38:00","Atropello","CR 24 C CL 93 D","M","90","Peatón","Dic","Mar",1,"10","80 o más",2020,1730841,"6,28429864","-75,53916771","03 - Manrique","María Cano Carambolas"
"211880","Muertos","2/12/2020","11:05:00","Atropello","Av 33 CL 75 C","M","66","Peatón","Dic","Mié",2,"11","60 - 69",2020,1731116,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"212032","Muertos","4/12/2020","00:40:00","Choque","CR 49 CL 30","M","30","Conductor","Dic","Vie",4,"0","30 - 39",2020,1731140,"6,23189862","-75,57438474","10 - La Candelaria","Perpetuo Socorro"
"212108","Muertos","5/12/2020","05:50:00","Choque","CL 99 CR 99","M","26","Motociclista","Dic","Sáb",5,"5","20 - 29",2020,1731292,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"212247","Muertos","6/12/2020","21:10:00","Atropello","CR 62 CL 54","M","50","Peatón","Dic","Dom",6,"21","50 - 59",2020,1731458,"6,25658154","-75,57513967","10 - La Candelaria","San Benito"
"212302","Muertos","7/12/2020","16:10:00","Choque","CL 30 CR 52","F","67","Acompañante de motocicleta","Dic","Lun",7,"16","60 - 69",2020,1731547,"6,23173728","-75,57740386","15 - Guayabal","Santa Fé"
"212417","Muertos","9/12/2020","08:50:00","Atropello","CR 52 CL 10","M","50","Peatón","Dic","Mié",9,"8","50 - 59",2020,1732147,"6,21474451","-75,58207865","15 - Guayabal","Campo Amor"
"212469","Muertos","9/12/2020","19:04:00","Choque","CL 57 Sur CR 64 D","M","22","Motociclista","Dic","Mié",9,"19","20 - 29",2020,1731795,"6,17293061","-75,64588896","80 - Corregimiento de San Antonio de Prado","Cabecera San Antonio de Prado"
"212556","Muertos","10/12/2020","19:50:00","Atropello","CR 82 B CL 49 E","F","59","Peatón","Dic","Jue",10,"19","50 - 59",2020,1731888,"6,26185115","-75,60162428","13 - San Javier","Los Alcázares"
"212659","Muertos","12/12/2020","03:02:00","Atropello","CR 63 CL 30 A","M","33","Peatón","Dic","Sáb",12,"3","30 - 39",2020,1731931,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"212661","Muertos","12/12/2020","04:13:00","Choque","Kilometro 43 Kilometro 572","M","25","Motociclista","Dic","Sáb",12,"4","20 - 29",2020,1731930,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"212758","Muertos","13/12/2020","08:22:00","Atropello","CL 67 CR 48","M","54","Peatón","Dic","Dom",13,"8","50 - 59",2020,1732339,"6,2629982","-75,55774336","10 - La Candelaria","Prado"
"212812","Muertos","13/12/2020","21:00:00","Atropello","CR 50 CL 30","M","88","Peatón","Dic","Dom",13,"21","80 o más",2020,1732554,"6,23187756","-75,5744272","10 - La Candelaria","Perpetuo Socorro"
"212956","Muertos","15/12/2020","13:30:00","Choque","CR 64 C CL 77","F","29","Motociclista","Dic","Mar",15,"13","20 - 29",2020,1732326,"6,27547532","-75,56858346","05 - Castilla","Terminal de Transporte"
"213048","Muertos","16/12/2020","15:00:00","Choque","CR 88 CL 31 CC","M","20","Motociclista","Dic","Mié",16,"15","50 - 59",2020,1732776,"6,23485766","-75,6119591","16 - Belén","Las Mercedes"
"213068","Muertos","16/12/2020","20:30:00","Atropello","CR 48 CL 32","M","62","Peatón","Dic","Mié",16,"20","60 - 69",2020,1732695,"6,23336824","-75,57352569","10 - La Candelaria","Perpetuo Socorro"
"213256","Muertos","19/12/2020","05:00:00","Choque","CR 64 C CL 89","M","47","Acompañante de motocicleta","Dic","Sáb",19,"5","40 - 49",2020,1733738,"6,28556394","-75,57050472","05 - Castilla","Oleoducto"
"213269","Muertos","19/12/2020","07:39:00","Choque","CR 65 CL 25","M","28","Motociclista","Dic","Sáb",19,"7","20 - 29",2020,1732944,"6,22663047","-75,58350141","15 - Guayabal","Trinidad"
"213273","Muertos","19/12/2020","10:26:00","Choque","CL 63 CR 80 A","F","30","Motociclista","Dic","Sáb",19,"10","30 - 39",2020,1734375,"6,27351841","-75,59446163","07 - Robledo","Robledo"
"213401","Muertos","20/12/2020","17:00:00","Choque","CR 64 AA CL 113","M","41","Motociclista","Dic","Dom",20,"17","40 - 49",2020,1733096,"6,30788477","-75,5638761","05 - Castilla","Las Brisas"
"213428","Muertos","21/12/2020","04:40:00","Atropello","CL 44 CR 46","F","31","Peatón","Dic","Lun",21,"4","30 - 39",2020,1733118,"6,24381107","-75,56859484","10 - La Candelaria","Barrio Colón"
"213770","Muertos","25/12/2020","19:50:00","Choque","CL 95 CR 42 B","F","44","Acompañante de motocicleta","Dic","Vie",25,"19","40 - 49",2020,1734093,"6,28622724","-75,54992596","01 - Popular","Villa Guadalupe"
"213789","Muertos","26/12/2020","12:20:00","Choque","CL 6 Sur CR 50 EE","M","55","Ciclista","Dic","Sáb",26,"12","50 - 59",2020,1733859,"6,20304071","-75,58465903","15 - Guayabal","Cristo Rey"
"214296","Muertos","05/01/2021","12:40:00","Atropello","CR 65 CL 97","F","57","Peatón","Ene","Mar",5,"12","50 - 59",2021,1734619,"6,29301202","-75,56922632","05 - Castilla","Castilla"
"214331","Muertos","05/01/2021","21:54:00","Choque","CR 57 CL 48","M","51","Ciclista","Ene","Mar",5,"21","50 - 59",2021,1734754,"6,2501747","-75,57503616","10 - La Candelaria","Guayaquil"
"214585","Muertos","12/01/2021","12:00:00","Atropello","CL 1 Sur CR 81 C","F","62","Peatón","Ene","Mar",12,"12","60 - 69",2021,1735032,"6,21014951","-75,60484499","16 - Belén","El Rincón"
"214677","Muertos","13/01/2021","18:11:00","Choque","CL 57 DG 28","M","22","Motociclista","Ene","Mié",13,"18","20 - 29",2021,1735166,"6,24673331","-75,54844736","08 - Villa Hermosa","Sucre"
"214914","Muertos","17/01/2021","09:19:00","Choque","CL 63 CR 42","F","28","Conductor","Ene","Dom",17,"9","20 - 29",2021,1735426,"6,2559423","-75,55654283","08 - Villa Hermosa","San Miguel"
"215219","Muertos","21/01/2021","17:27:00","Choque","CL 4 B Sur DG 13","M","56","Acompañante de motocicleta","Ene","Jue",21,"17","50 - 59",2021,1735894,"6,19112984","-75,55436164","14 - El Poblado","Los Balsos No.1"
"215241","Muertos","21/01/2021","22:12:00","Choque","CL 44 CR 78","M","29","Motociclista","Ene","Jue",21,"22","20 - 29",2021,1735893,"6,25018424","-75,59687952","12 - La América","Los Pinos"
"215539","Muertos","26/01/2021","02:00:00","Caida Ocupante","CL 80 CR 68","M","26","Motociclista","Ene","Mar",26,"2","20 - 29",2021,1736275,"6,27819831","-75,57649373","05 - Castilla","El Progreso"
"215779","Muertos","28/01/2021","21:10:00","Choque","CR 9 CL 11 Sur","M","19","Acompañante de motocicleta","Ene","Jue",28,"21","10 - 19",2021,1736544,"6,19157131","-75,54727292","90 - Corregimiento de Santa Elena","Las Palmas"
"215798","Muertos","29/01/2021","07:00:00","Atropello","CR 70 CL 3","M","87","Peatón","Ene","Vie",29,"7","80 o más",2021,1736784,"6,2458685","-75,58923422","11 - Laureles Estadio","Bolivariana"
"215896","Muertos","30/01/2021","08:26:00","Choque","CR 62 CL 78","M","22","Motociclista","Ene","Sáb",30,"8","20 - 29",2021,1736737,"6,27573967","-75,56926112","04 - Aranjuez","Moravia"
"216049","Muertos","31/01/2021","20:45:00","Atropello","CR 62 CL 65","M","48","Peatón","Ene","Dom",31,"20","40 - 49",2021,1736751,"6,26351523","-75,57305529","07 - Robledo","Universidad Nacional"
"216107","Muertos","01/02/2021","11:23:00","Atropello","CR 51 CL 61","F","71","Peatón","Feb","Lun",1,"11","70 - 79",2021,1736821,"6,25942957","-75,56496344","10 - La Candelaria","Prado"
"216159","Muertos","02/02/2021","01:14:00","Otro","CL 34 CR 36","M","60","Conductor","Feb","Mar",2,"1","60 - 69",2021,1737661,"6,23377786","-75,56445735","09 - Buenos Aires","El Salvador"
"216329","Muertos","03/02/2021","15:50:00","Atropello","CR 69 CL 42","F","85","Peatón","Feb","Mié",3,"15","80 o más",2021,1737265,"6,24770878","-75,58772418","11 - Laureles Estadio","San Joaquín"
"216393","Muertos","04/02/2021","14:39:00","Choque","CL 50 CR 73","M","29","Motociclista","Feb","Jue",4,"14","20 - 29",2021,1737273,"6,2598561","-75,58908633","11 - Laureles Estadio","Cuarta Brigada"
"216516","Muertos","05/02/2021","22:30:00","Choque","CR 32 CL 36 A","M","14","Motociclista","Feb","Vie",5,"22","10 - 19",2021,1737528,"6,23339997","-75,55857052","09 - Buenos Aires","Loreto"
"216525","Muertos","06/02/2021","02:48:00","Choque","CL 80 CR 52","M","30","Motociclista","Feb","Sáb",6,"2","30 - 39",2021,1737522,"6,27458429","-75,56455736","04 - Aranjuez","Moravia"
"216861","Muertos","09/02/2021","11:30:00","Otro","CL 112 CR 62 D","M","61","Peatón","Feb","Mar",9,"11","60 - 69",2021,1738023,"6,30699456","-75,55766061","05 - Castilla","Toscana"
"216878","Muertos","09/02/2021","13:33:00","Otro","TV 55 CR 67 D","M","21","Ciclista","Feb","Mar",9,"13","20 - 29",2021,1737904,"Sin Inf","Sin Inf","Sin Inf","Sin Inf"
"217157","Muertos","13/02/2021","00:05:00","Choque","CL 44 CR 44","M","52","Ciclista","Feb","Sáb",13,"0","50 - 59",2021,1738285,"6,24323203","-75,56665876","10 - La Candelaria","Barrio Colón"
"217171","Muertos","13/02/2021","05:30:00","Atropello","CL 58 CR 57","M","51","Peatón","Feb","Sáb",13,"5","50 - 59",2021,1738380,"6,2591325","-75,57233555","10 - La Candelaria","El Chagualo"
"217222","Muertos","13/02/2021","13:40:00","Choque","CR 50 CL 14","F","26","Motociclista","Feb","Sáb",13,"13","20 - 29",2021,1738355,"6,21701737","-75,57826557","15 - Guayabal","Santa Fé"
"217253","Muertos","13/02/2021","19:17:00","Volcamiento","CR 87 A CL 77 CC","F","14","Acompañante de motocicleta","Feb","Sáb",13,"19","10 - 19",2021,1738343,"6,28440188","-75,59106135","07 - Robledo","Bello Horizonte"
"217340","Muertos","14/02/2021","23:00:00","Choque","CR 39 CL 63 A","M","19","Motociclista","Feb","Dom",14,"23","10 - 19",2021,1738396,"6,25446617","-75,55338355","08 - Villa Hermosa","San Miguel"
"217371","Muertos","15/02/2021","11:30:00","Choque","CR 63 CL 32 E","M","37","Motociclista","Feb","Lun",15,"11","30 - 39",2021,1738479,"6,23794552","-75,57744302","16 - Belén","Cerro Nutibara"
"217493","Muertos","16/02/2021","22:38:00","Choque","CR 99 CL 99","M","65","Conductor","Feb","Mar",16,"22","60 - 69",2021,1738609,"6,25129287","-75,61660376","13 - San Javier","Belencito"
"217838","Muertos","20/02/2021","12:40:00","Atropello","CR 80 CL 60","M","77","Peatón","Feb","Sáb",20,"12","70 - 79",2021,1738820,"6,27334954","-75,59311406","07 - Robledo","San Germán"
"217941","Muertos","21/02/2021","23:30:00","Atropello","CR 46 CL 52","M","51","Peatón","Feb","Dom",21,"23","50 - 59",2021,1740020,"6,24915109","-75,56480155","10 - La Candelaria","La Candelaria"
"218026","Muertos","23/02/2021","00:28:00","Atropello","CR 49 B CL 105 B","F","60","Peatón","Feb","Mar",23,"0","60 - 69",2021,8042,"6,296289828","-75,55530121","02 - Santa Cruz","Villa Niza"
"218028","Muertos","23/02/2021","04:49:00","Choque","CL 65 C CR 94 C","F","33","Motociclista","Feb","Mar",23,"4","30 - 39",2021,1739277,"6,28435912","-75,60195158","07 - Robledo","Cucaracho"
"218101","Muertos","24/02/2021","06:35:00","Choque","CR 99 CL 99","M","55","Motociclista","Feb","Mié",24,"6","50 - 59",2021,1739199,"6,25129287","-75,61660376","13 - San Javier","Belencito"
"218147","Muertos","24/02/2021","18:39:00","Atropello","CR 31 CL 43","F","88","Peatón","Feb","Mié",24,"18","80 o más",2021,1739356,"6,23712036","-75,55565864","09 - Buenos Aires","La Milagrosa"
"218163","Muertos","24/02/2021","21:30:00","Atropello","CR 103 B CL 48 BB","M","46","Peatón","Feb","Mié",24,"21","40 - 49",2021,1739723,"6,26016022","-75,6197045","13 - San Javier","Antonio Nariño"
"218475","Muertos","28/02/2021","15:35:00","Atropello","CR 46 CL 45","M","84","Peatón","Feb","Dom",28,"15","80 o más",2021,1739918,"6,24491654","-75,56766777","10 - La Candelaria","Barrio Colón"
"218517","Muertos","01/03/2021","05:20:00","Choque","CR 63 CL 35","M","42","Motociclista","Mar","Lun",1,"5","40 - 49",2021,1740352,"6,24140088","-75,57881646","11 - Laureles Estadio","Los Conquistadores"
"218711","Muertos","03/03/2021","15:28:00","Atropello","CR 42 CL 50","M","86","Peatón","Mar","Mié",3,"15","80 o más",2021,1740106,"6,24685599","-75,56209631","10 - La Candelaria","Boston"
"218842","Muertos","05/03/2021","06:50:00","Choque","CL 63 CR 80 A","M","57","Acompañante de motocicleta","Mar","Vie",5,"6","50 - 59",2021,1740137,"6,27351841","-75,59446163","07 - Robledo","Robledo"
"218874","Muertos","05/03/2021","15:56:00","Atropello","CR 70 CL 2","M","73","Peatón","Mar","Vie",5,"15","70 - 79",2021,1740127,"6,24522681","-75,58932284","11 - Laureles Estadio","Bolivariana"
"218919","Muertos","06/03/2021","03:37:00","Choque","CR 49 CL 7","M","20","Motociclista","Mar","Sáb",6,"3","20 - 29",2021,1740133,"6,21185572","-75,57895306","15 - Guayabal","Campo Amor"
"218923","Muertos","06/03/2021","05:46:00","Atropello","CR 46 CL 54","M","72","Peatón","Mar","Sáb",6,"5","70 - 79",2021,1740199,"6,2512719","-75,56343009","10 - La Candelaria","Villa Nueva"
"219312","Muertos","10/03/2021","18:16:00","Choque","CR 46 CL 47","M","69","Motociclista","Mar","Mié",10,"18","60 - 69",2021,1741554,"6,24612642","-75,56675831","10 - La Candelaria","La Candelaria"
"219362","Muertos","11/03/2021","12:20:00","Choque","CR 62 CL 77","M","38","Motociclista","Mar","Jue",11,"12","30 - 39",2021,1740873,"6,275655","-75,56884192","04 - Aranjuez","Parque Norte"
"219412","Muertos","12/03/2021","01:25:00","Choque","CR 43 A CL 9 Sur","M","18","Conductor","Mar","Vie",12,"1","10 - 19",2021,1741285,"6,19642535","-75,57480057","14 - El Poblado","El Castillo"
"219441","Muertos","12/03/2021","11:30:00","Atropello","CL 58 CR 53","M","41","Peatón","Mar","Vie",12,"11","40 - 49",2021,1741548,"6,25726546","-75,5688215","10 - La Candelaria","Jesús Nazareno"
"219496","Muertos","13/03/2021","00:35:00","Atropello","CR 52 CL 29 A","M","41","Peatón","Mar","Sáb",13,"0","40 - 49",2021,1741458,"6,22866728","-75,57742441","15 - Guayabal","Santa Fé"
"219534","Muertos","13/03/2021","14:02:00","Choque","CR 62 CL 57","M","42","Motociclista","Mar","Sáb",13,"14","40 - 49",2021,1741291,"6,26108587","-75,57416621","07 - Robledo","Universidad Nacional"
"219671","Muertos","15/03/2021","10:37:00","Choque","CL 23 CR 41","M","38","Pasajero","Mar","Lun",15,"10","30 - 39",2021,1741996,"6,22192047","-75,56691198","14 - El Poblado","Castropol"
"219796","Muertos","16/03/2021","18:20:00","Choque","CL 73 CR 52","M","57","Ciclista","Mar","Mar",16,"18","50 - 59",2021,1741503,"6,26924056","-75,56551361","04 - Aranjuez","Parque Norte"
