id_pedido	fecha	dia_semana	punto_venta	turno	tipo_pizza	tiempo_preparacion	tiempo_entrega	temperatura_salida	errores_pedido	satisfaccion_cliente
P00891	2025-12-28	domingo	A	Tarde	Vegetariana	9.1	26.5	210.2	0	Bueno
P00892	2025-09-23	martes	A	Noche	Pepperoni	14.6	27.1	211.8	0	Bueno
P00893	2025-04-28	lunes	A	Tarde	Pollo BBQ	10.8	19.2	205.8	0	Bueno
P00894	2025-10-09	jueves	A	Tarde	Vegetariana	14.9	17.4	212.7	1	Bueno
P00895	2025-07-27	domingo	A	Tarde	Pepperoni	11.4	32.5	216.2	0	Bueno
P00896	2025-04-07	lunes	A	Mañana	Vegetariana	13	31.7	201.2	0	Regular
P00897	2025-04-27	domingo	A	Tarde	Hawaiana	9	28.3	196.3	0	Bueno
P00898	2025-04-26	sábado	A	Noche	Pollo BBQ	14	29.1	210.5	0	Bueno
P00899	2025-05-17	sábado	A	Noche	Pepperoni	9	26.9	220.7	1	Bueno
P00900	2025-06-08	domingo	A	Mañana	Pollo BBQ	14.1	30.5	198.2	0	Bueno
P00901	2025-08-29	viernes	A	Noche	Hawaiana	12.8	22.2	207.1	1	Regular
P00902	2025-07-13	domingo	A	Tarde	Hawaiana	12.8	26.2	200.8	0	Bueno
P00903	2025-02-25	martes	A	Tarde	Pepperoni	12.3	28.7	209.9	1	Bueno
P00904	2025-12-23	martes	A	Tarde	Vegetariana	12.4	38.9	213.3	0	Regular
P00905	2025-03-22	sábado	A	Mañana	Vegetariana	10.1	20.1	208.7	0	Bueno
P00906	2025-07-01	martes	A	Tarde	Pepperoni	16.6	30.5	207.2	0	Bueno
P00907	2025-06-28	sábado	A	Noche	Vegetariana	9.7	23	216.9	0	Regular
P00908	2025-09-03	miércoles	A	Noche	Hawaiana	12.2	21.6	203.8	1	Regular
P00909	2025-08-02	sábado	A	Noche	Pepperoni	10	29	212.6	0	Regular
P00910	2025-01-03	viernes	A	Mañana	Pollo BBQ	12.3	26.1	216.6	0	Bueno
P00911	2025-10-26	domingo	A	Noche	Pepperoni	15	28.7	216.2	0	Regular
P00912	2025-04-15	martes	A	Noche	Pepperoni	15.4	25.9	201.8	0	Bueno
P00913	2025-12-26	viernes	A	Noche	Pollo BBQ	15.3	21.3	207.8	0	Bueno
P00914	2025-08-23	sábado	A	Noche	Vegetariana	13.3	31	213	0	Bueno
P00915	2025-08-15	viernes	A	Tarde	Hawaiana	11.7	20.4	208.4	0	Bueno
P00916	2025-09-21	domingo	A	Tarde	Vegetariana	12.7	25	217.5	0	Regular
P00917	2025-07-24	jueves	A	Tarde	Vegetariana	10.7	20.4	219.8	0	Bueno
P00918	2025-11-04	martes	A	Mañana	Pollo BBQ	12.2	20.9	210.7	0	Regular
P00919	2025-08-31	domingo	A	Mañana	Pepperoni	12	18.7	209.4	1	Bueno
P00920	2025-02-13	jueves	A	Tarde	Pollo BBQ	14	23.5	216.6	0	Bueno
P00921	2025-01-19	domingo	A	Noche	Pepperoni	8.4	23.4	196.7	1	Bueno
P00922	2025-02-11	martes	A	Mañana	Vegetariana	12.8	27.3	220.3	0	Regular
P00923	2025-07-23	miércoles	B	Tarde	Hawaiana	10.2	25.9	204.7	0	Regular
P00924	2025-05-11	domingo	A	Tarde	Vegetariana	11.3	25.3	213.9	1	Bueno
P00925	2025-02-18	martes	A	Noche	Pepperoni	10.9	22.9	210.7	1	Bueno
P00926	2025-05-02	viernes	A	Mañana	Pollo BBQ	13.3	33.5	214	0	Regular
P00927	2025-05-10	sábado	B	Noche	Pepperoni	14.1	20.4	214.8	0	Bueno
P00928	2025-03-14	viernes	A	Mañana	Hawaiana	11.1	33.5	224.6	0	Bueno
P00929	2025-11-23	domingo	A	Noche	Vegetariana	9.4	24.1	211	0	Bueno
P00930	2025-07-15	martes	A	Mañana	Pollo BBQ	12.1	28.4	222	0	Bueno
P00931	2025-08-17	domingo	A	Noche	Hawaiana	11.9	28.7	209.4	0	Regular
P00932	2025-09-05	viernes	A	Noche	Hawaiana	8.8	26.1	205.9	0	Bueno
P00933	2025-01-03	viernes	A	Mañana	Hawaiana	11.3	18.4	213.3	0	Bueno
P00934	2025-01-12	domingo	A	Mañana	Hawaiana	12.2	22.9	204.9	0	Bueno
P00935	2025-09-16	martes	A	Mañana	Hawaiana	10.5	14.2	204.2	0	Bueno
P00936	2025-11-03	lunes	A	Tarde	Hawaiana	11.6	21.8	210.1	0	Bueno
P00937	2025-02-09	domingo	A	Noche	Hawaiana	12	28.6	216.9	0	Bueno
P00938	2025-03-22	sábado	A	Noche	Hawaiana	13.2	27.3	204.8	0	Bueno
P00939	2025-06-08	domingo	A	Tarde	Hawaiana	12.1	34.2	203.4	0	Bueno
P00940	2025-04-06	domingo	A	Tarde	Vegetariana	13.9	26.2	204	0	Bueno
P00941	2025-09-06	sábado	A	Noche	Pepperoni	12.2	35.9	206.3	0	Regular
P00942	2025-10-19	domingo	B	Noche	Vegetariana	14	28	208.5	0	Regular
P00943	2025-10-18	sábado	A	Noche	Pollo BBQ	13.2	21.3	197.3	1	Bueno
P00944	2025-03-30	domingo	A	Tarde	Hawaiana	10.7	23.4	211.8	1	Bueno
P00945	2025-12-24	miércoles	A	Tarde	Pollo BBQ	9.7	25.2	204.3	0	Bueno
P00946	2025-09-27	sábado	A	Tarde	Hawaiana	11.5	19.8	226.3	0	Bueno
P00947	2025-01-04	sábado	A	Noche	Vegetariana	14.3	25	215.2	1	Bueno
P00948	2025-06-06	viernes	B	Tarde	Hawaiana	12.6	26.8	216.9	0	Bueno
P00949	2025-09-01	lunes	A	Tarde	Pollo BBQ	16.9	28.1	200.4	0	Bueno
P00950	2025-11-13	jueves	A	Noche	Hawaiana	12.8	33.4	209.8	1	Bueno
P00951	2025-03-18	martes	A	Tarde	Hawaiana	10.7	27.2	209	0	Bueno
P00952	2025-08-03	domingo	A	Tarde	Pollo BBQ	11.7	30.8	205	0	Bueno
P00953	2025-08-02	sábado	A	Noche	Hawaiana	10.1	17	209.1	1	Bueno
P00954	2025-06-27	viernes	A	Tarde	Vegetariana	10	20.9	207.9	0	Regular
P00955	2025-07-10	jueves	A	Tarde	Pollo BBQ	6.7	25.8	206.5	0	Regular
P00956	2025-08-03	domingo	A	Noche	Vegetariana	8.5	24.8	213.8	0	Bueno
P00957	2025-12-13	sábado	A	Tarde	Pepperoni	8.8	21	199.9	0	Bueno
P00958	2025-04-27	domingo	A	Tarde	Hawaiana	12.6	32.1	198.9	0	Bueno
P00959	2025-10-07	martes	A	Noche	Hawaiana	13.5	32.3	204.2	1	Regular
P00960	2025-03-07	viernes	A	Tarde	Hawaiana	15.6	18.3	201.1	0	Bueno
P00961	2025-06-15	domingo	A	Noche	Hawaiana	12.6	29.5	200.7	0	Bueno
P00962	2025-09-02	martes	A	Noche	Vegetariana	11.6	24.1	208.4	1	Bueno
P00963	2025-05-09	viernes	A	Noche	Pollo BBQ	10.1	30.5	211.7	0	Bueno
P00964	2025-11-24	lunes	A	Tarde	Pollo BBQ	12.8	32.1	203.6	1	Bueno
P00965	2025-03-18	martes	A	Noche	Pollo BBQ	11.3	27.4	206.7	0	Regular
P00966	2025-05-13	martes	A	Tarde	Hawaiana	9.3	24.3	219.8	0	Bueno
P00967	2025-07-01	martes	A	Noche	Pollo BBQ	11	30.8	203.9	0	Bueno
P00968	2025-10-25	sábado	A	Mañana	Hawaiana	11.2	21.9	205	0	Bueno
P00969	2025-07-10	jueves	A	Noche	Hawaiana	15.2	33.8	207.8	0	Malo
P00970	2025-12-26	viernes	A	Tarde	Vegetariana	11.5	18.9	219.6	0	Bueno
P00971	2025-02-16	domingo	A	Noche	Pepperoni	14.1	25.8	204.7	0	Regular
P00972	2025-06-15	domingo	A	Noche	Pollo BBQ	13.4	25.8	201	0	Bueno
P00973	2025-10-28	martes	A	Tarde	Pollo BBQ	13.2	28.1	218.7	0	Bueno
P00974	2025-03-07	viernes	B	Mañana	Vegetariana	13.4	24.6	197.3	0	Bueno
P00975	2025-04-29	martes	A	Tarde	Hawaiana	14.6	21	198.2	0	Bueno
P00976	2025-09-01	lunes	A	Tarde	Pollo BBQ	11.8	37.1	204.2	1	Malo
P00977	2025-05-11	domingo	A	Noche	Hawaiana	12.3	29.5	215.9	0	Regular
P00978	2025-12-19	viernes	A	Noche	Pollo BBQ	11.5	24.8	206.1	1	Bueno
P00979	2025-11-21	viernes	A	Noche	Pepperoni	14.3	24.7	205.8	0	Bueno
P00980	2025-12-04	jueves	A	Mañana	Vegetariana	13.6	26.4	213.3	0	Regular
P00981	2025-11-12	miércoles	A	Noche	Pepperoni	13.4	31	211.9	0	Bueno
P00982	2025-05-13	martes	B	Tarde	Pollo BBQ	12	24.9	214.2	0	Bueno
P00983	2025-04-02	miércoles	A	Noche	Pepperoni	12.3	32.8	210.7	0	Regular
P00984	2025-04-28	lunes	A	Noche	Pollo BBQ	10.9	27.3	200.4	0	Bueno
P00985	2025-12-14	domingo	A	Tarde	Pepperoni	13.1	25.3	209.5	0	Regular
P00986	2025-12-15	lunes	A	Tarde	Vegetariana	11.4	25.9	216.5	0	Bueno
P00987	2025-08-17	domingo	A	Mañana	Hawaiana	11.8	30.5	211.1	1	Bueno
P00988	2025-08-26	martes	B	Noche	Vegetariana	8.1	20.5	215.4	0	Bueno
P00989	2025-08-24	domingo	A	Tarde	Hawaiana	14.5	32	210.4	1	Regular
P00990	2025-02-24	lunes	A	Mañana	Pollo BBQ	13.2	23.9	204.9	0	Bueno
P00991	2025-05-11	domingo	A	Tarde	Pepperoni	11.4	25.9	215.3	0	Bueno
P00992	2025-10-05	domingo	A	Noche	Vegetariana	13.3	33.6	209.7	0	Bueno
P00993	2025-10-08	miércoles	A	Tarde	Vegetariana	13.8	21.6	215.7	0	Bueno
P00994	2025-06-29	domingo	B	Noche	Pepperoni	10.3	27	217.5	1	Bueno
P00995	2025-11-07	viernes	B	Noche	Vegetariana	10.8	19.7	226.2	0	Bueno
P00996	2025-03-16	domingo	A	Noche	Vegetariana	12.1	13.4	217.3	1	Bueno
P00997	2025-06-05	jueves	A	Tarde	Pollo BBQ	10.9	29.3	211.9	0	Regular
P00998	2025-03-19	miércoles	A	Noche	Vegetariana	8.8	19.7	204.4	0	Bueno
P00999	2025-11-25	martes	A	Noche	Pollo BBQ	12.8	31.6	204.6	1	Regular
P01000	2025-09-06	sábado	A	Mañana	Pollo BBQ	12	27.6	219.4	0	Bueno
